Id; Description; Score; is secreted
F01_bin.1_00193; hypothetical protein;-1.000000000000000;false
F01_bin.1_00194; hypothetical protein;-1.000000000000000;false
F01_bin.1_00195; Cysteine--tRNA ligase;-1.000000000000000;false
F01_bin.1_00196; Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase;-1.000000000000000;false
F01_bin.1_00197; 60 kDa chaperonin;-1.000000000000000;false
F01_bin.1_00198; 10 kDa chaperonin 1;-1.000000000000000;false
F01_bin.1_00199; Phosphoribosylaminoimidazole-succinocarboxamide synthase;-1.000000000000000;false
F01_bin.1_00200; hypothetical protein;-1.000000000000000;false
F01_bin.1_00201; hypothetical protein;-1.000000000000000;false
F01_bin.1_00202; Fumarate reductase flavoprotein subunit;-1.000000000000000;false
F01_bin.1_00203; putative sulfoacetate transporter SauU;-1.000000000000000;false
F01_bin.1_00204; ATP-dependent Clp protease ATP-binding subunit ClpX;-1.000000000000000;false
F01_bin.1_00205; Aldo-keto reductase IolS;-1.000000000000000;false
F01_bin.1_00206; hypothetical protein;-1.000000000000000;false
F01_bin.1_00207; 4-hydroxybenzoate solanesyltransferase;-1.000000000000000;false
F01_bin.1_00208; hypothetical protein;-1.000000000000000;false
F01_bin.1_00209; hypothetical protein;-1.000000000000000;false
F01_bin.1_00210; tRNA-specific 2-thiouridylase MnmA;-1.000000000000000;false
F01_bin.1_00211; Lipid-A-disaccharide synthase;-1.000000000000000;false
F01_bin.1_00212; hypothetical protein;-1.000000000000000;false
F01_bin.1_00213; hypothetical protein;-1.000000000000000;false
F01_bin.1_00214; Multidrug resistance protein MdtC;-1.000000000000000;false
F01_bin.1_00215; Swarming motility protein SwrC;-1.000000000000000;false
F01_bin.1_00216; Multidrug resistance protein MdtA;-1.000000000000000;false
F01_bin.1_00217; hypothetical protein;-1.000000000000000;false
F01_bin.1_00218; hypothetical protein;-1.000000000000000;false
F01_bin.1_00219; hypothetical protein;-1.000000000000000;false
F01_bin.1_00220; putative ABC transporter ATP-binding protein YknY;-1.000000000000000;false
F01_bin.1_00221; hypothetical protein;-1.000000000000000;false
F01_bin.1_00222; hypothetical protein;-1.000000000000000;false
F01_bin.1_00223; hypothetical protein;-1.000000000000000;false
F01_bin.1_00224; putative protein YciO;-1.000000000000000;false
F01_bin.1_00225; hypothetical protein;-1.000000000000000;false
F01_bin.1_00226; hypothetical protein;-1.000000000000000;false
F01_bin.1_00227; hypothetical protein;-1.000000000000000;false
F01_bin.1_00228; hypothetical protein;-1.000000000000000;false
F01_bin.1_00229; hypothetical protein;-1.000000000000000;false
F01_bin.1_00230; hypothetical protein;-1.000000000000000;false
F01_bin.1_00231; hypothetical protein;-1.000000000000000;false
F01_bin.1_00232; hypothetical protein;-1.000000000000000;false
F01_bin.1_00233; hypothetical protein;-1.000000000000000;false
F01_bin.1_00234; hypothetical protein;-1.000000000000000;false
F01_bin.1_00235; hypothetical protein;-1.000000000000000;false
F01_bin.1_00236; hypothetical protein;-1.000000000000000;false
F01_bin.1_00237; Type III pantothenate kinase;-1.000000000000000;false
F01_bin.1_00238; Bifunctional purine biosynthesis protein PurH;-1.000000000000000;false
F01_bin.1_00239; hypothetical protein;-1.000000000000000;false
F01_bin.1_00240; L-seryl-tRNA(Sec) selenium transferase;-1.000000000000000;false
F01_bin.1_00241; Ribonuclease R;-1.000000000000000;false
F01_bin.1_00242; hypothetical protein;-1.000000000000000;false
F01_bin.1_00243; Acetyl-/propionyl-coenzyme A carboxylase alpha chain;-1.000000000000000;false
F01_bin.1_00244; Propionyl-CoA carboxylase beta chain;-1.000000000000000;false
F01_bin.1_00245; Transaldolase;-1.000000000000000;false
F01_bin.1_00246; hypothetical protein;-1.000000000000000;false
F01_bin.1_00247; ATP-dependent protease ATPase subunit HslU;-1.000000000000000;false
F01_bin.1_00248; ATP-dependent protease subunit HslV;-1.000000000000000;false
F01_bin.1_00249; Phenylalanine--tRNA ligase beta subunit;-1.000000000000000;false
F01_bin.1_00250; hypothetical protein;-1.000000000000000;false
F01_bin.1_00251; Cell division protein ZapA;-1.000000000000000;false
F01_bin.1_00252; Ribonuclease Y;-1.000000000000000;false
F01_bin.1_00253; 2',3'-cyclic-nucleotide 2'-phosphodiesterase;-1.000000000000000;false
F01_bin.1_00254; UvrABC system protein A;-1.000000000000000;false
F01_bin.1_00255; Bifunctional PGK/TIM;-1.000000000000000;false
F01_bin.1_00256; Glyceraldehyde-3-phosphate dehydrogenase;-1.000000000000000;false
F01_bin.1_00257; Lipid A biosynthesis lauroyltransferase;-1.000000000000000;false
F01_bin.1_00258; hypothetical protein;-1.000000000000000;false
F01_bin.1_00259; Hercynine oxygenase;-1.000000000000000;false
F01_bin.1_00260; Histidine N-alpha-methyltransferase;-1.000000000000000;false
F01_bin.1_00261; Putative esterase;-1.000000000000000;false
F01_bin.1_00262; Myo-inositol 2-dehydrogenase;-1.000000000000000;false
F01_bin.1_00263; UDP-2,3-diacylglucosamine pyrophosphatase LpxI;-1.000000000000000;false
F01_bin.1_00264; Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase;-1.000000000000000;false
F01_bin.1_00265; 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ;-1.000000000000000;false
F01_bin.1_00266; UDP-3-O-acylglucosamine N-acyltransferase;-1.000000000000000;false
F01_bin.1_00267; hypothetical protein;-1.000000000000000;false
F01_bin.1_00268; hypothetical protein;-1.000000000000000;false
F01_bin.1_00269; Outer membrane protein assembly factor BamA;-1.000000000000000;false
F01_bin.1_00270; Beta-barrel assembly-enhancing protease;-1.000000000000000;false
F01_bin.1_00271; hypothetical protein;-1.000000000000000;false
F01_bin.1_00272; hypothetical protein;-1.000000000000000;false
F01_bin.1_00273; Nitrilase;-1.000000000000000;false
F01_bin.1_00274; hypothetical protein;-1.000000000000000;false
F01_bin.1_00275; hypothetical protein;-1.000000000000000;false
F01_bin.1_00276; Lon protease 2;-1.000000000000000;false
F01_bin.1_00277; hypothetical protein;-1.000000000000000;false
F01_bin.1_00278; hypothetical protein;-1.000000000000000;false
F01_bin.1_00279; hypothetical protein;-1.000000000000000;false
F01_bin.1_00280; hypothetical protein;-1.000000000000000;false
F01_bin.1_00281; hypothetical protein;-1.000000000000000;false
F01_bin.1_00282; hypothetical protein;-1.000000000000000;false
F01_bin.1_00283; Phosphomannomutase/phosphoglucomutase;-1.000000000000000;false
F01_bin.1_00284; Alginate biosynthesis protein AlgA;-1.000000000000000;false
F01_bin.1_00285; UDP-glucose 6-dehydrogenase TuaD;-1.000000000000000;false
F01_bin.1_00286; UDP-glucose 4-epimerase;-1.000000000000000;false
F01_bin.1_00287; Phosphoheptose isomerase;-1.000000000000000;false
F01_bin.1_00288; dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase;-1.000000000000000;false
F01_bin.1_00289; hypothetical protein;-1.000000000000000;false
F01_bin.1_00290; hypothetical protein;-1.000000000000000;false
F01_bin.1_00291; hypothetical protein;-1.000000000000000;false
F01_bin.1_00292; hypothetical protein;-1.000000000000000;false
F01_bin.1_00293; hypothetical protein;-1.000000000000000;false
F01_bin.1_00294; Lipopolysaccharide assembly protein B;-1.000000000000000;false
F01_bin.1_00295; hypothetical protein;-1.000000000000000;false
F01_bin.1_00296; hypothetical protein;-1.000000000000000;false
F01_bin.1_00297; hypothetical protein;-1.000000000000000;false
F01_bin.1_00298; hypothetical protein;-1.000000000000000;false
F01_bin.1_00299; hypothetical protein;-1.000000000000000;false
F01_bin.1_00300; hypothetical protein;-1.000000000000000;false
F01_bin.1_00301; Periplasmic nitrate reductase;-1.000000000000000;false
F01_bin.1_00302; Adenine deaminase;-1.000000000000000;false
F01_bin.1_00303; hypothetical protein;-1.000000000000000;false
F01_bin.1_00304; hypothetical protein;-1.000000000000000;false
F01_bin.1_00305; hypothetical protein;-1.000000000000000;false
F01_bin.1_00306; hypothetical protein;-1.000000000000000;false
F01_bin.1_00307; hypothetical protein;-1.000000000000000;false
F01_bin.1_00308; hypothetical protein;-1.000000000000000;false
F01_bin.1_00309; hypothetical protein;-1.000000000000000;false
F01_bin.1_00310; hypothetical protein;-1.000000000000000;false
F01_bin.1_00311; Cell division protein FtsA;-1.000000000000000;false
F01_bin.1_00312; hypothetical protein;-1.000000000000000;false
F01_bin.1_00313; hypothetical protein;-1.000000000000000;false
F01_bin.1_00314; hypothetical protein;-1.000000000000000;false
F01_bin.1_00315; hypothetical protein;-1.000000000000000;false
F01_bin.1_00316; Phosphoglucosamine mutase;-1.000000000000000;false
F01_bin.1_00317; hypothetical protein;-1.000000000000000;false
F01_bin.1_00318; Cyclic di-AMP synthase CdaA;-1.000000000000000;false
F01_bin.1_00319; Dihydropteroate synthase;-1.000000000000000;false
F01_bin.1_00320; ATP-dependent zinc metalloprotease FtsH;-1.000000000000000;false
F01_bin.1_00321; tRNA(Ile)-lysidine synthase;-1.000000000000000;false
F01_bin.1_00322; hypothetical protein;-1.000000000000000;false
F01_bin.1_00323; Sulfur carrier protein CysO;-1.000000000000000;false
F01_bin.1_00324; hypothetical protein;-1.000000000000000;false
F01_bin.1_00325; Cysteine synthase B;-1.000000000000000;false
F01_bin.1_00326; Uroporphyrinogen-III C-methyltransferase;-1.000000000000000;false
F01_bin.1_00327; hypothetical protein;-1.000000000000000;false
F01_bin.1_00328; Phosphoadenosine phosphosulfate reductase;-1.000000000000000;false
F01_bin.1_00329; Uroporphyrinogen decarboxylase;-1.000000000000000;false
F01_bin.1_00330; hypothetical protein;-1.000000000000000;false
F01_bin.1_00331; DNA repair protein RecO;-1.000000000000000;false
F01_bin.1_00332; Glycine--tRNA ligase alpha subunit;-1.000000000000000;false
F01_bin.1_00333; Glycine--tRNA ligase beta subunit;-1.000000000000000;false
F01_bin.1_00334; hypothetical protein;-1.000000000000000;false
F01_bin.1_00335; hypothetical protein;-1.000000000000000;false
F01_bin.1_00336; putative peptidoglycan glycosyltransferase FtsW;-1.000000000000000;false
F01_bin.1_00337; hypothetical protein;-1.000000000000000;false
F01_bin.1_00338; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase;-1.000000000000000;false
F01_bin.1_00339; UDP-N-acetylmuramate--L-alanine ligase;-1.000000000000000;false
F01_bin.1_00340; Cell division protein FtsQ;-1.000000000000000;false
F01_bin.1_00341; Cell division protein FtsA;-1.000000000000000;false
F01_bin.1_00342; Cell division protein FtsZ;-1.000000000000000;false
F01_bin.1_00343; hypothetical protein;-1.000000000000000;false
F01_bin.1_00344; N-acetyl-gamma-glutamyl-phosphate reductase;-1.000000000000000;false
F01_bin.1_00345; hypothetical protein;-1.000000000000000;false
F01_bin.1_00346; Ribosomal RNA small subunit methyltransferase I;-1.000000000000000;false
F01_bin.1_00347; Pyridoxine 5'-phosphate synthase;-1.000000000000000;false
F01_bin.1_00348; Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase;-1.000000000000000;false
F01_bin.1_00349; Glutamate--tRNA ligase;-1.000000000000000;false
F01_bin.1_00350; Photosystem I assembly protein Ycf3;-1.000000000000000;false
F01_bin.1_00351; Biopolymer transport protein ExbD;-1.000000000000000;false
F01_bin.1_00352; Biopolymer transport protein ExbD;-1.000000000000000;false
F01_bin.1_00353; Biopolymer transport protein ExbB;-1.000000000000000;false
F01_bin.1_00354; hypothetical protein;-1.000000000000000;false
F01_bin.1_00355; Protein-export membrane protein SecF;-1.000000000000000;false
F01_bin.1_00356; Protein translocase subunit SecD;-1.000000000000000;false
F01_bin.1_00357; Sec translocon accessory complex subunit YajC;-1.000000000000000;false
F01_bin.1_00358; hypothetical protein;-1.000000000000000;false
F01_bin.1_00359; hypothetical protein;-1.000000000000000;false
F01_bin.1_00360; hypothetical protein;-1.000000000000000;false
F01_bin.1_00361; hypothetical protein;-1.000000000000000;false
F01_bin.1_00362; Putative HTH-type transcriptional regulator;-1.000000000000000;false
F01_bin.1_00363; FeS cluster assembly protein SufB;-1.000000000000000;false
F01_bin.1_00364; putative ATP-dependent transporter SufC;-1.000000000000000;false
F01_bin.1_00365; FeS cluster assembly protein SufD;-1.000000000000000;false
F01_bin.1_00366; Cysteine desulfurase;-1.000000000000000;false
F01_bin.1_00367; Zinc-dependent sulfurtransferase SufU;-1.000000000000000;false
F01_bin.1_00368; Nucleotide-binding protein;-1.000000000000000;false
F01_bin.1_00369; HPr kinase/phosphorylase;-1.000000000000000;false
F01_bin.1_00370; RNA polymerase sigma-54 factor;-1.000000000000000;false
F01_bin.1_00371; Lipopolysaccharide export system ATP-binding protein LptB;-1.000000000000000;false
F01_bin.1_00372; Lipopolysaccharide export system protein LptA;-1.000000000000000;false
F01_bin.1_00373; hypothetical protein;-1.000000000000000;false
F01_bin.1_00374; hypothetical protein;-1.000000000000000;false
F01_bin.1_00375; DNA-directed RNA polymerase subunit beta;-1.000000000000000;false
F01_bin.1_00376; hypothetical protein;-1.000000000000000;false
F01_bin.1_00377; hypothetical protein;-1.000000000000000;false
F01_bin.1_00378; Exodeoxyribonuclease 7 large subunit;-1.000000000000000;false
F01_bin.1_00379; Exodeoxyribonuclease 7 small subunit;-1.000000000000000;false
F01_bin.1_00380; Farnesyl diphosphate synthase;-1.000000000000000;false
F01_bin.1_00381; 16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA;-1.000000000000000;false
F01_bin.1_00382; hypothetical protein;-1.000000000000000;false
F01_bin.1_00383; Transcriptional repressor NrdR;-1.000000000000000;false
F01_bin.1_00384; hypothetical protein;-1.000000000000000;false
F01_bin.1_00385; hypothetical protein;-1.000000000000000;false
F01_bin.1_00386; hypothetical protein;-1.000000000000000;false
F01_bin.1_00387; hypothetical protein;-1.000000000000000;false
F01_bin.1_00388; hypothetical protein;-1.000000000000000;false
F01_bin.1_00389; hypothetical protein;-1.000000000000000;false
F01_bin.1_00390; hypothetical protein;-1.000000000000000;false
F01_bin.1_00391; hypothetical protein;-1.000000000000000;false
F01_bin.1_00392; hypothetical protein;-1.000000000000000;false
F01_bin.1_00393; NADH-quinone oxidoreductase subunit K;-1.000000000000000;false
F01_bin.1_00394; NADH-quinone oxidoreductase subunit L;-1.000000000000000;false
F01_bin.1_00395; NADH-quinone oxidoreductase subunit M;-1.000000000000000;false
F01_bin.1_00396; hypothetical protein;-1.000000000000000;false
